text,label
I think the question could bring some good answers. But maybe it's more fitting to make it a CW?,1
Ermenicem de var. Sizin ixe7in hangisi daha kolay?,0
"Will do. Do you want the history to go with it, or can I just copy and paste?",0
"@Tony: I guessed as much (do you write some of the MSdN content?), but how does it relate to the fileStream and/or responseStream and the overall solution?",0
you mean as if you'd print screen it ? or what?,-1
Was googling with thoughts of creating <url> and found link to <url> -- it's like the 8th hit on google.  You planning to move to WP main space soon?,0
I do not fully understand your question. Do you want [a custom post type to manage individual images](http://wordpress.stackexchange.com/questions/639/creating-an-image-centric-custom-post-type)?,0
"Well, OTRS is multilingual, so she could contact OTRS in Turkish and people would be able to deal with the issue there. What was the exact wording of her ""release"" of the images?",0
Bureaucrats require a higher level of trust than administrators. Are you actually familiar with what these tasks entail?,-1
I met the same problem.  Have u resolved it?,1
How do you know the author/uploader of <url> intended it to be licenced under the copyright licence that you attached to the file with <url> Are you clairvoyant or did the uploader tell you this was his wish?,-1
That first parameter *will* be your page title ... Have you tested this code?  What exactly are you trying to accomplish and what are you seeing that's not the behavior you want?,-1
Birth place of Arnie. Can you proof read what has been translated so far from German wiki and translate the remainder?,0
I forgot to tell you that the VGCOTW has been inactive. Can you stop AnomieBOT from updating or something like that?,0
I don't think I'll have the time to keep the flies off it all week but I'll have a go (I might get around to incorporating Caitlin Moran's detailed reviews too). Could you not semi it as well?,-1
I'm not sure what your problem is. Aren't you sure about how to automatically data bind it?,-1
Are you crazy down here?! What the heck is going on?,-1
"I don't understand. So then you decide by yourself, and the people who stated their support for the original are ignored?",-1
"There are two books I have with more material about this Zen Master; Namu Dai Bosa published in 1976 by The Bhaisajaguru Series, and second: The Soen Roku published by the Zen Studies Society in 1986. Are you familiar with these sources and is there any reason they are not included?",0
What is on the other 9 pages? Are they blank?,0
"The expression you've written, $M_m/\sqrt{ <\psi|M_m^+ M_m|\psi> }$, is not a state at all. I guess you meant to add a $|\psi>$ after that?",0
Question: how do we move the content from the existing page to the new page?  How do we reference the space to the new page?,0
"You say they are in `/stylesheets/images/XYZ/`, but you are searching them in `/images/dookum.in/` (no stylesheets). Is a mistake on the post, or is this inconsistency what's preventing the images from being found?",0
Just curious about <url> edit. Did you confuse the territory of <url> with the region of Quebec called <url>?,0
"Will you accept that by renominating the article last night you were essentially discarding Delldot's and my previous review, as well as sidestepping Leevanjackson as the primary contributor to that article? If not, why?",0
"assuming you have a list of 1 million numbers, as opposed to digits, do you need to modify this list, or just see if the number input by the user is in the list?  If you just to check the list but not modify it, why not compile the list into the program in sorted order and do a binary search?",0
Could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'?  Or did you not even bother to research before making such claims?,-1
"Um - no.  And I take it you delieve all racist and fascist groups are ""right wing""?",-1
<url> is directly from the <url> website. However it doesn't have any copyright notice should I still flag it as a copyvio?,0
"What do you mean by ""moving""? Moving around in your window or a moving image like a *.gif?",-1
Nice. Could you please link back to the source?,0
This looks so much like when I try to mount my USB (not encrypted). What do you get from dmesg?,0
"Howdy Mattisse. Haven't I seen you on hockey articles, years ago?",1
"Does each '?' have to be substituted with the same letter, or can they be different?",1
How does an object type change dynamically?  Do you have a vehicle base blass and two derived classes: car and bike?,1
I rephrased a bit to make the intent I read in the original more clear. @wdypdx22 what do you think?,0
"That's a good idea, and then use default parameter window = NULL?  Are there other methods?",1
"Consider these numbers to be the production count of a company over a period of 8 years ( 2000 to 2008 ) , i.e, Production Count(2000) = 1, Production Count(2001) = 2 .. Production Count(2008) = 60; So the goal here is to find the time period which saw the highest increase in the production percentage, That could be from 2000 to 2001 or 2001 to 2003 or even 2000 to 2003! Do you need further clarifications?",1
"You make it very hard to believe that you're acting in good faith when you rewrite the <url> article to remove all references to ""liberal,"" but keep the phrase ""conservative Independence Institute.""  I see POV-pushing when that happens.  If you're so concerned about adjectives, why not edit the articles about AEI or Heritage or Americans for Tax Reform?",-1
"Sorry, I'm not sure I follow. How can I do that when I can't even boot into Ubuntu?",0
Hi JP. Can you tell me what a CPC value is please?,0
"I have the Nikon D3100 and was wondering if the autofocus on the Nikon AF-S Nikkor 35mm f/1.8G DX Lens would work with it?
also i am going to buy Sigma Zoom Super Wide Angle 18-200mm f/3.5-6.3 DC OS (Optical Stabilizer) does this particular lens support D3100?",0
An important concept in Rails is REST and how websites should respond to requests. Why do you want to delete the ever useful edit route from that resource?,-1
"if id=r2 is selected, id=r1 should be de-selected?  de-selection of a radio button isn't captured by this?",0
"@Oscar: What type of database are you willing to use? Access, MS SQL, MySQL, Oracle, or other??",0
I tried to capture the set of restrictions you wanted in the question.  Did I get it right?,0
What is your objection?  Would a split address your concerns?,0
"Would you be willing to do another pre-FAC review of a different article for me?  Specifically, the ""John J. Tigert"" article?",1
"I've read everything again, and I still think it's the right decision. What I'm confused about is if you claim that <url> does not care about capitalisation, how do you explain <url>, <url> and <url> (examples given on the talk page)?",0
"Did you try writing something in an attempt to implement this? If so, what happens when you run it?",1
It might be useful to clarify the meaning of “good” in the title of the question.  What is wrong with using BNF to describe a DCFL?,1
"Email from the Darkshado guy complaining about you adding him to the spamlist. I searched the site and couldn't find any of our articles replicated there; has he removed them, or what?",-1
"Just out of interest, how long is ""incredibly long""?  How fast does the program run for other puzzles?",0
"I see <url> some <person> tags to the <url> page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?",0
"@Mathew - Very well written, but this is really more of a forum-style call to discussion than a stack-exchange-style question with a definitive answer. For now, have protected it to avoid short answers from new users, but what is the goal of this question?",0
"Well it looked as though it had stopped, certainly tapered off for a few days but now some bloody wanker has started adding it again. I don't suppose you know how to get a page protected, I've never had to do it before?",-1
"It sounds like this is just a simple round-robin tournament which isn't too hard to code; however, what sort of scoring rules should be used? Is the winner the one with the most wins, or are you using a point system where strength of play comes into account?",0
"I supose it would be cool to avoid using same person in different nationality infoboxes for the simple reason that for non-involved people may seem confusing. However, it does sem that we canxb4t treat this matter as sportspeople contracts (""''If you have a contract with one team, you canxb4t play for another''."") so if really necessary, the exceptions of having the same person in more infoboxes can happend... right?",0
Thanks for the redactions :). Is it worth getting a third opinion at the reliable sources noticeboard vis a vis the use of law textbooks for points of law?,1
"LOL, I love that movie. So, are you having Chinese food for New Year's Eve?",0
"@Firebrandt: Could you, please, add the clarification what you meant by better in your question. What do you mean by outlining the solution - how to fill table entries in the table from Garey and Johnson book?",1
"Most of the books listed are more related to theoretical physics. I wonder if there is any ""bible"" for experimental physics?",-1
"Thanks terribly for looking it up. Would it be alright for me to use the new source in Europe, economy section then?",0
I can't reproduce this. You have selected `Taxonomy: Term` and not `Taxonomy: Term ID` in the Sort Criteria box?,1
It seems this could actually occur easily if the user copy-pasted the null character in. (Maybe the user got it from a website or Word doc?),0
"Article names can indeed be changed. What would you suggest as a replacement name for ""<url>"", since that's the trait for which he is notable and the trait which distinguishes him from at least three other Malcolm Rosses?",0
can show your app please ? Are you looking for something similar to this http://mrdoob.com/projects/harmony ??,1
"Thanks for the alert.  By the way, how's Granny doing?",1
So how do you get it working again?  iisreset?,0
The deletion review page linked above contains all the instructions for requesting a review. Why did you not read these instructions?,-1
"Take a larger number of samples? Display ""calculating"" until you get enough samples?",0
"Hoi TheDJ, ik denk dat jij <url> Michaelovic wel even de goede richting uit kan helpen. Kan jij even kijken?",0
", and <url> hot. What more could a young man need?",-1
Please look at me edit. If i'm right and it does have something to do with being logged in can someone please explain to me WHY WHY WHY would that matter???,0
That's great.  Did you have a question too?,1
"There is no difference between rules specified in the document and rules specified externally. Are you sure the external CSS file is being included correctly, and are you waiting until it's been loaded via `onload`?",0
About your last edit to <url>.  Do you have a source?,0
"Please describe, what happens if you try to boot. What boot options are used?",1
"I'm going to have to say that a ""Socionics Institute"" is not going to cut it as a reliable source for notability. Can you come up with a third party?",0
"I noticed you put ""NB"" and then the credit for the original picture that I cropped. What does ""NB"" stand for?",0
Sounds like a projection issue. Is the shapefile projected to a different coordinate system than you're used to using?,0
"Testing, testing, 1,2, 3, are you still alive? Where are you?",-1
99% of my use is C++ ... I don't know what they did but it's horrid. Have you tried using a remote debugger or another instance of visual studio and attaching to the process?,-1
"Sorry, I thought I had. It's a simple game, ""Guess My Number - The computer picks a random number between 1 and 100> The player tries to guess it and the computer lets the player know if the guess is too high, too low or right on the money"" Forgive me, I'm new here, should I have explained further?",1
"Wait, Rob got blocked again? Why?",0
one other question. Would I still need to install mercurial on the remote server over SSH?,0
Either you don't understand what AJAX does/how it works or you haven't posted all the relevant code. Where is the global `$values` declared?,0
"You're right, but loosing it because of Devanampriya, of all users, would be quite a shame for Wikipedia. Don't we have to make a stand against ignorance, partisan POV-pushing and constant incivility?",-1
"Alf has a large <url> in Germany.  How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?",-1
"Should string2 be rist or tisr?  And in that case wouldn't the output be ""st str""?",0
"OK, but `$node->body` is an array yeah?  Can you just print it out like that?",0
"Since the ""discussion"" was not advertised at the affected pages, it did not involve the ""community"". Do you not see that?",-1
The other possibility is that it's just fringe history. I'll take a look over the few resources relating to ''Texas'' that I have and see whether that is the case?,0
You may be experiencing [bug #732677](https://bugs.launchpad.net/ubuntu/+source/bcmwl/+bug/732677). Can you please edit your question to include the output of `sudo lshw -class network` and `lsmod | grep -E 'b43|ssb|wl'`?,-1
Maybe I'm missing something... What's the purpose of a door on an oven?  Isn't it to keep the heat in?,0
"Should I use EBNF, and then compile it using http://pyparsing.wikispaces.com/file/view/ebnf.py to generate pyparsing grammar? Or should I write pyparsing grammar directly?",1
"Nice addition to the <url> article.  If you have the works from which those thoughts are taken, could you add a citation(s) for them?",1
What was your aim with <url>? have you abandoned it?,-1
@Alexander I did not understand your last comment. Why can't you store positions?,-1
Da ti mene nisi sa nekim pobrkao? Kakve ja veze imam sa tim Faust Vranu010diu0107em?,0
Please make your question more understandable. And provide an example... What sentence is not clear for you?,0
"You created <url>, there is already a page that similar <url>. Why don't you mix 2 articles together?",0
"OK, so that works but out of interest, why? Why doesn't it store the number as 16.695 as was set?",0
Please let us know the broader context of what you want to do. Why do you need to be able to distinguish between `DATA` and `STDIN`?,1
"""Google says they generally don't like pages with more than 100 links on them"" -- out of curiosity what is your source on this? can you cite it in the post in a hyperlink?",1
"David - On looking through the list of the various Israel Prize categories the Israel Prize Categories page, I note that architecture appears twice, once as ""Category:Israel Prize in architecture recipients"" and again as ""Category:Israel Prize recipients in architecture"". Are you aware of how to delete the second category?",0
"Just out of interest, is it now considered acceptable to utilize ""utilize"" instead of using ""use"" as in the question above? Or should I stop worrying about this?",0
"If all you want is just to make money, you'd better stay off from programming.  How about becoming a popular actress?",1
"I've re-read the question at least 4x's now and am still confused, re: if your manager has great faith in your development skills, why isn't your manager giving you senior-level responsibilities? Or is it just the title you are seeking?",-1
Thankyou.  So it's the norm to not show the day of the week in the lead-in?,0
Try to phrase the question in language-neutral terms: how would you go about implementing a function that received a X and did Y to it? What is the merit of the FlyWeight pattern and could you sketch an implementation in C?,0
@Joseph: Great answer. Could you please expand a bit on the `m+g`?,0
"A follow-up question: How far away from the true ridge does the watershed extend, using your looser definition? Is it the entire hillside entire you enter a channel?",0
Since when is `String` a primitive? Since when can you store primitives in a `Collection`?,-1
"If there are duplicate items in the trees, should the duplicates be merged or not?  For example, if the trees are [1,2,3,4] and [1,2,5] should the result be [1,1,2,2,3,4,5] or [1,2,3,4,5]?",1
"Is there any way to request a change to the citation template? For example, a <code>style=mla</code> parameter to render the values in MLA style?",0
@jrista. can you please describe your setup?,1
"Javascript running in a browser doesn't have access to the underlying file system for security reasons, but this could be accomplished if you're talking about server-side JS (such as node.js). Are you? :)",0
"So far, I haven't seen any sound samples in music articles, not even in <url>, which is featured according to the nomninator of <url>. Can you point me to a page where I can find this discussed?",1
"However, as you can see, I provided citation for my edit.  Will you revert THAT and accuse me of vandalizing?",-1
"Are you looking to change the text field's height (if so, why?), or keep its height the same while resizing the window?",1
"Cla, your partisanship is indeed fairly obvious, and pointing to one article where you've deliberately been good isn't good enough. So: if I point you to my stand against AJL, will you declare me to be non-partisan?",-1
Did you try anything yet? Have some code?,0
"Woohoo--279 hits! Hey Scientist, is that an all-time low?",-1
Are the k in “k-CNF” and the k in the question the same variable?  And what is the parameter of this problem?,-1
"I'm not familiar with Australian laws, but I'd be surprised if there's anything there very different from similar laws elsewhere - answers would apply equally on other locales. Am I wrong about those laws?",0
"The first example you give uses a relative url; the domain it's being served from should make no difference, because no domain is specified. Is each subdomain being mapped to a different site root?",1
"I received a message from the bot you run telling me that one of two duplicate files I uploaded is due for speedy deletion. If possible, could it be made that Bath_badge.png is the one that is deleted, rather than Bath_rugby_badge.png please?",1
Did you upload ''Image:1111.jpg'' to make a point about censorship? What exactly is your intention with that image?,-1
"I was starting bio...bio-something's talk page, telling him to make it an article, not a user page, and I saw that you wanted to delete it.  Why?",0
Sounds interesting. Could people keep me in the loop as well?,1
"The first step is where the magic lies, I guess. Care to elaborate please ?",-1
"Thanks. are you suggesting that might be the source of my problem, or is just a general best practice?",1
"Ok, you are right! But what is the reason for ostream& tab(ostream & output) to take a param as ostream& but not void?",1
What have you tried so far?  What problems have you encountered?,1
BS of course you can. And I have tried Firebug....same fustration....cant get it to work either...want to teach me how to use it????,-1
"Hi I noticed you speedied and article but not it's talk page? What's the use of leaving the talk page, discussion or no, if you're going to speedy the article?",-1
"The short answer is no, there's no such thing as `static` in Ruby. Why not let the database handle your auto-incrementing key?",0
I can't parse the For example part.  Can you provide a clearer example?,1
"This error implies something wrong with how the app itself is running, not with finding the template. Is there any traceback data?",1
"Great. I understand why you added the ref, but it wouldn't hurt to just wait until it has been peer-reviewed, would it?",0
Paws__List is intended to be a _copy_ of List? not a reference or some sort of alias?,0
"A ""sequence point"" in C has a precise definition. Does your ""(pseudo) C-like"" language define sequence points in the same way?",-1
"Hi, Leandrod - my computer is slow, and your last two edits were made on top of vandalism that needed to be reverted - I can't tell if I reverted legit changes by you or not?  If I did, I'm sorry, can you have a look?",1
+1 intersting. Do you know (read somewhere) they are gonna shut down also Yahoo site explorer?,0
"""I'm aware of WSOD Walkthrough but none of the reasons seems to apply this case.."" have you added the error reporting in the index.php? Do you get some errors then?",1
"I think the NVidia requirement alone makes that unacceptable for me, but if not, doesn;t Cude require compilation using nvcc command?  Or can I compile with MS VS 2005?",0
"I'd rather not discuss matters by email, if it's avoidable. Is this a confidential issue that cannot be discussed on talk pages?",0
"Jonas, as a matter of interest, what is your native language?. Do 'is' and 'are' not have straightforward equivalents in your own language?",0
*Electrolysis* (in title) is often used to split water into H2 and O2--distinct from *generating electricity* (in text).  Which is your aim?,0
"I'm usually polite, but this one seemed to need a slap across the face. It's ... words escape me .. mindboggling... jaw-dropping ... ?",-1
"You are getting an output `""     
     ""`? (quotes containing a newline)?",0
In the project settings under the web tab is it correctly set to use local IIS web server? Also did you build immediately before attempting to attach?,0
"Reading the Docs, I see that the AppDelegate is called after the user presses a button in the alert window (the docs don't explicitly say if it's the `close` button, or the `alertAction` button). Could I lodge a custom method in here to mimic a snooze-like effect?",0
@Murilo: Do you need to return all matches or just one? Are there any memory limits?,1
"So it would seem that the ideas underpinning the law of conservation of mass existed at the time (if not previously), Lavoisier and others were formulating the principle, it did not become a verified ""law"" until the nineteenth century, which subsequently was qualified in the twentieth century. Is that about right?",0
"That was nice work you did improving the reference I added. I still have to learn that, can you show me?",1
"+1, but no Windows servers? And this is just backing up data, no DRP/BCP, right?",0
"Why is ''<url>'' a better name for this page than ''<url>'', which has now been made a redirect page?  Is it not standard to speak of ""great circle distance""?",0
Do you want a `list` where all of the values have a key in the `dict` greater-than-or-equal-to 6? Or do you want a `dict` where the there are no keys lower than 6?,0
"@belisarius: Without trying to understand it, what is it's complexity? And how does it compare to a solution using merge sort then simple traversal (which would be `O(n log n)`)?",0
"I note also that so far you seem to be the sole editor who favors deletion, while several have favored retention of the article, possibly with editing. Could it be that your view does not command consensus?",-1
"This is hard to answer without more context - what is your threat model, your application, etc?  A general answer is at http://security.stackexchange.com/questions/1476/what-is-the-difference-in-security-between-a-vpn-and-a-ssl-connection so can you look at the answers there and either get clarity on those answers there, or ask more specific questions here?",1
"Given all the software tools out there (IDEs, refactoring tools, text search tools etc.) why do you want to write this from scratch yourself?",-1
There are 788657867364790503552363213932185062295135977687173263294742533244359449963403342920304284011984623904177212138919638830257642790242637105061926624952829931113462857270763317237396988943922445621451664240254033291864131227428294853277524242407573903240321257405579568660226031904170324062351700858796178922222789623703897374720000000000000000000000000000000000000000000000000 permutations of 200-element set.  You want them all?,-1
"I see your nomination of Template:GR today, and I'd ask you to look at my proposal.  If you like it, would you be willing to find someone with the technical knowhow to try it out?",0
Why would you want to round in such a strange way? How would this be useful for money rounding?,-1
"If the form starts with pre-filled data, I would think that data would be populated with placeholder=""my text"". If that's the case, clearing all inputs should be fine, right?",1
So you don't like people pointing out the errors you make? Or do you have any actual arguments to counter my post?,-1
"I don't think this is possible as written. When N is very large, the expected product of widely separated xi must be very close to zero, and we can find a set of 1/p + 1 that must essentially be mutually exclusive despite all having probability p. Perhaps you meant E[xi xj] - p^2 = ... ?",1
"with 2) I get an parsing error
the 1) I dont't get it :S, what do I have to do?",0
What to do if I'm newb? Is there any commands to do this?,0
"Are any of these answers useful enough for you to consider accepting one? If not, what else would you need in an answer?",1
"654987 is an integer, not a double. Did you mean something else?",0
"After having collected some users willing to come, I created <url> subpage. Would you be so kind and add your ideas?",1
"Likewise there is some discussion at <url>, where <url> is categorising itself and its documenttation. Could you please fix that as well?",1
I don't understand what you're asking. Can you give an example of what you mean or are trying to achieve?,1
If its your homework you should possibly do it yourself. Have you even tried it?,-1
"Ok. Thank you for clarifying. Could you be more specific as to what you are specifying as ""the claim"" so that I may find relevant information to refute?",1
"Could you clarify this? You're claiming that Betacommand knew before drama exploded onwiki that you were Pickbothmanlol, but did not share that with the community?",0
@Toad: Ok. Sorry for the last clarification - does calls to land-line or mobile from Skype client count towards data limit?,0
Yes please! Buffing up ''<url>'' to at least reflect a bit better on current state-of-play-taxonomically would be good :) Any Reliable Sources call it a <url> ?,1
"I don't understand your concern with ""the user might think that margins contains only :left and :right"". How is it different when you use the chart.marings(:left, 10) syntax ?",-1
"Can you please explain that arg() system in drupal, how it does work? Or where i can read about it?",0
Need help with EF 175 via email. Mind <url> so we can discuss?,0
"Not that this really needs much more discussion but how did the object described as ""creepy"" change from the email in your first sentence to the administrator in the second?  Especially when the original edit stated that the email was creepy, not the administrator?",-1
Oh and you seem to have deleted half of the stuff on <url> ... I presume this was a mistake?,-1
"Mainly about Diane and Janine. Even if it's for an  episode or two, Don't we usually re-add their names to the cast based on their existing history with the show?",0
You said a user can't be blocked until their last warning. Who has the authority to give a last warning?,0
"Why 1,2,4 and 2,4 but not 1,2 or 1,4? Why 3 and 4 but not 1 or 2?",0
"I saw today (thanks for explaining to me) that you reverted twice (i wasnt even aware i changed it twice) my edit on <url>. Maybe I have totally no clue about what that edit-status is about, but isnt it true that the presentation is over, and done?",0
"@bigubosu: Any chance that you're overwriting it later on? What is the output of `NSLog(@""testTwo %@"", scoreList);`?",0
"Should be a community wiki question then?  There isn't a right answer, I believe?",1
"(Off-topic:) Nope, this is a case of while i was writing the first one (in php) i accidentally created the second one, and was curious as to see if there was anything different, considering this has to validate 3.5 million cards in the next month 8D.  

which one is better in your mind?",1
"In the ACR for <url>, you mentioned that you had concerns with my writing style and were wary of supporting it. Can you specifically clarify what content in the article you had grammatical concerns with so I can make the needed improvements and gain your support?",1
what value is imgRepGetCache? is it null?,0
"Hi, I made on comment on the image page about this being different than Sbarro3 image.  Please... comment?",0
alternative being things like skype? or many mainstream messenger client?,0
"both just link to disambiguation pages, where the right people don't seem to be represented. Also, my information is that <url> took the post in 1889, while you have 1899. What was your source?",0
"Why do you use mysql (2.8.1) ? I think you can't use both for one application, do you have this 2 gems in your GemFile ?",0
I got the page fixed. Sorry I had to do it several times on the page but it wouldn't let me revert it to before the IP user vandalized it how do you do that?,1
"""Not a real question"" ? What is the ""not real"" part here?",-1
What makes executables different from strings?  Why can't you read the executable as a string?,0
"COI, it does not say you are not allowed editing article, but pls answer questions so other editors know, it is not usual to me, an editor spends much time to put trivia in articles of relative biographies and compare David Sheffield Bell w/ Sigmund Freud??",0
Just <url>.  Do you think a NPOV canonical list can be produced?,0
This suggests a driver problem in the newer kernel.  Are you using wireless to connect to the internet?,0
So you're interested in both Amiga computers and BDSM! Are you an atheist too?,-1
Depends; do you care deeply about image policy? Or are you an incurable masochist?,-1
"BTW, I translated the page to the best of my ability (my Spanish only carried me so far). Do you speak Portuguese?",1
"The only books by Paul I was able to find were ''Concordia the Lutheran Confessions: A Readers Edition of the Book of Concord'' (Hardcover  - not yet released) and ''Communion fellowship: A resource for understanding, implementing, and retaining the practice of closed communion in the Lutheran parish'' (Unknown Binding - Jan 1, 1992).  Are those his scholarly works?",1
Do you happen to know `foreach` statement? And what about $_POST array?,0
"I don't follow.  Can you address the above with regard to why it ''shouldn't'' be speedily deleted, as a recreation of deleted material, and as a content fork?",0
"What do you mean by ""one edit war away""? And whats a siteban?",-1
You can place islands so there is no path between points. What should happen then?,-1
"Be that as it may, and not to quibble with your block, but I did some research and I've found that this puppeteer does in fact exist - the Washington Post described him as a ""master"", for instance, and Woodcarver Online calls him a ""leading puppet artist"". May I ask why you decided that the creation of the article was indicative of socklike behavior?",0
What is the `^` symbol? Is it **XOR** (programming notation) or **to the power** (mathematical notation)?,0
"@D.W. if thats the case, as I thought, it's not really a security question, is it?",1
This strikes me as a rather weird use of templates.  What is it that you are trying to achieve?,-1
"Any thoughts on what we should do with this? Delete it as a duplicate, or copy to Commons and rename?",1
"Hello Blix, and welcome on _Drupal Answers_. To which version of Drupal are you interested?",-1
"Katy, good buddy.  Is <url> your lost article?",1
"@user unknown, please edit that into your answer - I don't want any users to read or write unlike the other answer. And will this permission setting affect live sessions?",0
Thanks for your comment.  What was done wrong in listing the image for deletion?,1
"Since Wikipedia is moving towards dual-licensing (GFDL + CC-BY-SA 3.0), will Wikizine be also convert to dual-licenses? Or will it remain GFDL only?",0
"It could be the way you are saving your photo for web-use. Are you using Photoshop's ""Save for Web"" option?",1
"Your title talks about arrays, but in your code sample you're applying `gsub` to a single string (you're applying it to the whole string btw) and then taking the first line of that string. Could you please clarify?",1
"did you miss ""word1 word3 word2"" and some others combinations on purpose ? edit: ie do you mean combinations in the mathematical sense (that is to say, not a permutation)?",-1
"We already list Latvia, Lithuania and Estonia separately. Along with Belarus and Ukraine, that doesn't leave much of the USSR that was occupied, does it?",-1
"Im interested in where you got the information you added stating woodlands house was closed in 2003. As far as i can see your wording was taken from one website, the milesfaster one. Should you not cite the website you quoted rather than look for a couple of others?",-1
A platform for new developers to show off their stuff? Having your app hosted on a solid cloud service?,1
There are actually a lot of different ice-cream maker recipes that will produce very different overruns; can you specify how you're preparing yours?,0
Have you tried writing some output to the console to see how far the method gets or where the blocking begins? Is the lock to `syncLock` possible or not?,0
Is the viewport fixed sized? And is the image fixed sized?,1
I have done every thing you have asked and I have attempted to gain a better understanding of how to do this in the future. Please tell me exactly what I can do to prove my ownership?,0
How many other states follow the same pattern?  And do we really need it to?,-1
"Is that one hour before the current hour, minute and second? Or are you just interested in all entries logged in the 6 am hour if the current hour is 7 am?",0
I thought our short conversation last evening showed that cooperation might be possible. Was I wrong?,0
See my answer in <url>.  Is there some problem?,-1
"I'll be touch and go for a few days, but hopefully I will have a stable connection again. In the mean time, I think there are a few things I need to get caught up on, yes?",0
Okay. How's what I wrote on his talk page look?,0
"What does the template end up rendering like as HTML?  Does it use display inline HTML5 style, or as an object, or is it referenced from an image tag?",0
"I believe this artifact is called ""ghosting"" but I'm not experienced in iOS development so I don't think I could help you. Is there a difference in refresh rate on the iPad?",0
hi Gabe what is your reason to activate the USB Debug with fastboot? why don't use Settings > Application settings > Development > USB debugging???,1
SAX parsing is known to be difficult. Would any other parsing style be an option?,0
Thanks for your reply. I've tried to incorporate the references into the article; how is it now?,1
"Could you post the image, or part of it along with the colours you're trying to apply and what actually happens to the image? (is it the whole image that changes colour or just the colour you're applying that's wrong?)",-1
Is the BST balanced? Are we allowed to make changes to the tree and revert back?,0
"What do you mean by ""not a derivative of Formula 3 article""? Why did you feel compelled to remove the link to the main F3 article off the top of all the F3 sub-articles?",-1
"What is an eastern style pot?  Is this a cup-like device with a lid to strain out the leaves (sorry, don't know the name), or something else entirely?",1
Why were there 2 message bars at the top when i got new messages? Is that what it's supposed to do?,0
Vi is out of the hospital.  Did I mention that she was in?,-1
shouldn't it be `f` and `f+4`...Could you confirm? why the `4`?,0
Are you using fresh herbs or dry? What is the dish?,1
Why do you need 200 variables? Why not have one array with 200 elements?,-1
"My problem is that the Style Guide for cities causes several topics for this small village to be repeated somewhat, especially the railroad, Gas Boom, and stockyard.  Any thoughts on this article's organization?",-1
Does the application run ok locally when you're not trying to debug?  Do any other web apps allow you to debug?,1
Why do you want to use those? What are you trying to do?,-1
"Is there a reason why all of you on here seem to be anti-car? I would find this amusing, but highly inappropriate behavior from our mayor in Seattle. Why is it something to laud here?",-1
"What programming language does this regard? Could you elaborate on ""Get the same parts between""?",1
"Just checked; no such animal. How much alteration would I need to dou2014would a computer-gen silhouette be enough, or would I need to hand-draw and scan a silhouette?",0
It seems like you're trying to parse html. Have you looked at nokogiri?,1
It is my understanding that I can clean up my own talk page. Is that not true?,0
"I found <url> on your <url> as a bluelink, but in fact it is a redirect to <url>. Is there any chance to do some qeue-jumping on this article, or would it be easier to translate from <url>?",0
Was the stuck batter really brown?  Did it stick on the sides?,-1
"There is no line that begins with ""X-From_:"" in the ""show original"" message. Any other suggestions?",1
"@jnpcl: Yes, that is what I would like to prevent on my site. The question is how to do it?",0
What's the relation between the classes Main and File2 ? (which one does inherit from which one ?),1
I thought I had explained it pretty clearly.  What part did you disagree with?,0
sorry what do you mean by processing power?,1
"What have you tried so far? Is there something more subtle than just opening both files, reading lines from each, etc?",0
i have used zxing library before but never tackled the code in it. Is this the most appropriate way ?,1
Please answer the question fully. Which other accounts have you edited as?,0
homework? or you write software for Somali pirates?,-1
what have you tried? What did you find when you searched?,0
"Hi, You stated the editor is inactive, yet the editor is stalking me through MY CONTRIBUTIONS and reverting my entries and the editor left a message on the top of my TALK page, so why would you not block them ?  You didn't even give them a warning ?",-1
"Can you clarify a bit?  You mean a type that implements `IEnumerable(<T>)`, or like an `enum` with a set number of values?",1
"Thanks. As for the previous edits, should I make a note on the User Page that it's my account?",1
Voting to close as off-topic. http://math.stackexchange.com maybe?,0
Not a clue what you're talking about. Is PhotoshopImage a private class you've created or what?,-1
"I want to mark this as the real answer to my question because I it is a ""why"" question but the spec does not mention anything abut Trash folders. Could you please explain how XDG spec affected the .Trash convention?",0
You are removing the film poster s images from the Kansas City Film Critics Circle Awards articles and the Academy awards.  Why?,-1
"Brian, I'm with you, stepping back and looking at it. Shall I merge-tag them or should we just merge them in-house?",0
"OK, same situation here :-)  Marskell and I agreed on a proposal that would initially just give us some backup on the day-to-day stuff, not necessarily closes, but to work in to people who could help when we needed time off.  Is it OK with you if I go ahead and propose that to Raul?",1
"I was thinking about this too - pbuilder is quite slow on my machine... unfortunately, I only have 2GB of RAM. Would that work for small projects?",0
"are we talking biscuits, as in the fluffy, flaky southern U.S. food or cookies?",0
I have updated question. Can you please look at it?,-1
"What does ""efficient"" mean here? What size data set are you most commonly expecting to work with?",0
"I don't follow you I was not aware that my edits were vandalism, I was editing according to what had (it appeared to me) been agreed on the talk page, but additional material had been inserted (that had not been agreed upon)  that esentialy said the same thing (and was not supported by the sources) that had caused the origioanl disagrement. I think I may have mis-understood you point, are you saying that I can only revert three times if its vandalism, or that my edits were vandalims?",1
What is the default value? Can you just set that to 0 when you create the array?,0
"Can you clarify the question, please?  Is it that you have an account with Last.fm, but not a paying account?",1
